date,crypto_7_index,nasdaq_10_index,crypto_7_ma8,crypto_7_ma21,nasdaq_10_ma8,nasdaq_10_ma21,crypto_7_return,nasdaq_10_return,year,month,year_month
2020-10-02,96.70069280454707,1419.01095987518,100.72800117461864,100.96085429140985,1411.2305923280298,1408.4640645589438,-0.032171559184186904,-0.03463178849444404,2020,10,2020-10
2020-10-03,96.70754316787728,1419.01095987518,100.26689439299822,100.50191412524444,1411.2305923280298,1408.4640645589438,7.084089194742127e-05,0.0,2020,10,2020-10
2020-10-04,98.27796226532318,1419.01095987518,99.93408918088342,100.13410697962338,1411.2305923280298,1408.4640645589438,0.01623884803608111,0.0,2020,10,2020-10
2020-10-05,99.19563453299618,1460.426281990436,99.61648712224049,99.72105106257112,1425.7493443750714,1407.9940806438424,0.00933751826473106,0.02918604809007186,2020,10,2020-10
2020-10-06,93.27953627251628,1434.2372425135918,98.64219638419785,99.2620728467444,1435.0501131233616,1407.0648522064814,-0.05964071189556208,-0.017932462459625764,2020,10,2020-10
2020-10-07,94.52723225859788,1462.1993751202515,97.58557082339128,98.9406929691774,1443.14062940006,1411.806505206136,0.013375881098255604,0.019496169655763618,2020,10,2020-10
2020-10-08,96.82339982927536,1467.6973934493908,96.92838988321344,98.56564372631576,1448.2870426430936,1414.1117423916871,0.024291069523709963,0.0037601016815420607,2020,10,2020-10
2020-10-09,100.66012095452618,1479.0894657595993,97.02151526070745,98.35648915251656,1454.4695724609796,1418.3406022329498,0.039625969879346856,0.007761867235748676,2020,10,2020-10
2020-10-10,100.76475541257682,1479.0894657595993,97.52952308671114,98.20406258339204,1454.4695724609796,1418.3406022329498,0.0010394827371398296,0.0,2020,10,2020-10
2020-10-11,101.62637502743272,1479.0894657595993,98.14437706915558,98.2459166275963,1454.4695724609796,1418.3406022329498,0.008550803416611519,0.0,2020,10,2020-10
2020-10-12,105.0576339169,1526.020202793503,98.99183602560268,98.82756092855244,1464.8247161714633,1425.3132565827823,0.03376346827820109,0.03172947825018957,2020,10,2020-10
2020-10-13,102.95599648713316,1527.7847708401844,99.4618812698698,99.21773200313751,1472.0582115427671,1430.8349545065528,-0.02000461414759469,0.0011563202397002481,2020,10,2020-10
2020-10-14,102.06805483481708,1523.7972063762847,100.5604460901574,99.7626887797443,1485.1564923554051,1434.7563157751836,-0.008624477277795584,-0.0026100302477205517,2020,10,2020-10
2020-10-15,101.26246417786888,1509.5122312799544,101.40235008006628,99.95384373975192,1491.2922360165949,1439.4589895864983,-0.007892681586338934,-0.009374590684741557,2020,10,2020-10
2020-10-16,98.36218561090028,1501.8172955474315,101.5946983027694,99.85697651070714,1499.7397426458251,1444.760735191098,-0.02864120076985499,-0.005097630594220637,2020,10,2020-10
2020-10-17,99.28541188519536,1501.8172955474315,101.42285966910303,99.7781673641811,1499.7397426458251,1444.760735191098,0.009385987801726614,0.0,2020,10,2020-10
2020-10-18,100.764893391852,1501.8172955474315,101.42287691651244,99.73190271607216,1499.7397426458251,1444.760735191098,0.014901297970817406,0.0,2020,10,2020-10
2020-10-19,99.58953559330604,1476.9924122229404,101.16827198724658,99.66122049780785,1501.5888722836612,1449.8017970555263,-0.011664358081293846,-0.01652989574570196,2020,10,2020-10
