date,close,high,low,open,volume,asset_name,asset_class,symbol
2012-08-17,19.539871215820312,19.54228319137132,19.259486303602625,19.29536323232602,442761200,AAPL,stock,AAPL
2012-08-20,20.05361557006836,20.05361557006836,19.59384268317022,19.597159552884843,613384800,AAPL,stock,AAPL
2012-08-21,19.77955436706543,20.346959514184913,19.606800248713842,20.224554175619836,812719600,AAPL,stock,AAPL
2012-08-22,20.1657657623291,20.16968482033548,19.53987255511662,19.730112711883073,565322800,AAPL,stock,AAPL
2012-08-23,19.97764015197754,20.196822447420875,19.93301859303904,20.08255789462509,420128800,AAPL,stock,AAPL
2012-08-24,19.995426177978516,20.1841592767865,19.76418401435319,19.88357360744213,437340400,AAPL,stock,AAPL
2012-08-27,20.37108039855957,20.52755288628106,20.30656085693076,20.501021154930218,427008400,AAPL,stock,AAPL
2012-08-28,20.344552993774414,20.383746800176194,20.220036740776766,20.349979134912118,267416800,AAPL,stock,AAPL
2012-08-29,20.304445266723633,20.431070734906136,20.278216246000962,20.35811090580814,202806800,AAPL,stock,AAPL
2012-08-30,20.015029907226562,20.24657485442686,19.984278007455497,20.219139825357313,302699600,AAPL,stock,AAPL
2012-08-31,20.05632972717285,20.157629509954475,19.815438025771595,20.116928618115555,338321200,AAPL,stock,AAPL
2012-09-04,20.349672317504883,20.354797362722714,20.034012683582635,20.072000491255974,367892000,AAPL,stock,AAPL
2012-09-05,20.206769943237305,20.391281260566252,20.187775231380403,20.36776530170637,336375200,AAPL,stock,AAPL
2012-09-06,20.388864517211914,20.449766086532716,20.223950139183557,20.295402892508147,391196400,AAPL,stock,AAPL
2012-09-07,20.514591217041016,20.57609498860562,20.37379495020256,20.442533038894755,329666400,AAPL,stock,AAPL
2012-09-10,19.9809513092041,20.600511809097394,19.96165550545004,20.514889900199726,487998000,AAPL,stock,AAPL
2012-09-11,19.91613006591797,20.202845992922363,19.792819836493,20.0524034554952,503983200,AAPL,stock,AAPL
2012-09-12,20.193504333496094,20.196821203042873,19.77775083711596,20.104866630316423,712233200,AAPL,stock,AAPL
2012-09-13,20.59117317199707,20.66714881335366,20.343649343528735,20.422036961123023,598360000,AAPL,stock,AAPL
2012-09-14,20.84140968322754,21.013258961637195,20.739203399655818,20.80161368617729,600474000,AAPL,stock,AAPL
2012-09-17,21.097675323486328,21.09827751243494,20.941804993648223,21.08471054965148,398031200,AAPL,stock,AAPL
2012-09-18,21.161884307861328,21.17454637238475,20.996366135318244,21.100681645780984,373503200,AAPL,stock,AAPL
2012-09-19,21.167619705200195,21.224600623327998,21.091342979820325,21.112145869481267,326874800,AAPL,stock,AAPL
2012-09-20,21.065107345581055,21.10611092627134,20.911950132086954,21.078975398690513,336568400,AAPL,stock,AAPL
2012-09-21,21.10701560974121,21.257157058962648,21.085006735884313,21.17696128895823,571589200,AAPL,stock,AAPL
2012-09-24,20.82662582397461,20.957171964467527,20.591765785038536,20.70814116919215,639766400,AAPL,stock,AAPL
2012-09-25,20.30656623840332,20.88663363743583,20.290284593876112,20.75035859133171,518789600,AAPL,stock,AAPL
2012-09-26,20.05451774597168,20.280935936715803,19.934524364847846,20.161847449051677,576503200,AAPL,stock,AAPL
2012-09-27,20.541126251220703,20.566753097188005,19.908901849584257,20.027689268611518,594090000,AAPL,stock,AAPL
2012-09-28,20.11240005493164,20.5347871810301,20.10184726008677,20.46363551728357,535110800,AAPL,stock,AAPL
2012-10-01,19.879959106445312,20.403346724623308,19.792828469945217,20.23481268808745,543594800,AAPL,stock,AAPL
2012-10-02,19.937843322753906,20.08979460642353,19.616454732646755,19.95291736926892,627992400,AAPL,stock,AAPL
2012-10-03,20.243547439575195,20.25591002142203,19.97763439034304,20.044866998782265,424281200,AAPL,stock,AAPL
2012-10-04,20.103363037109375,20.32797310912151,20.065677918072225,20.2375256031701,370725600,AAPL,stock,AAPL
2012-10-05,19.674945831298828,20.079243317773347,19.635450924786046,20.055125163561804,594006000,AAPL,stock,AAPL
2012-10-08,19.24019432067871,19.523293969218393,19.17808674296963,19.50279217296273,637994000,AAPL,stock,AAPL
2012-10-09,19.170242309570312,19.310133652960584,18.799409972850395,19.254659832677614,838597200,AAPL,stock,AAPL
2012-10-10,19.322799682617188,19.445506130165537,19.20491718652936,19.28752494009479,510356000,AAPL,stock,AAPL
2012-10-11,18.936594009399414,19.512441245068445,18.936594009399414,19.491337258607437,546081200,AAPL,stock,AAPL
2012-10-12,18.98513412475586,19.156078503734584,18.852177564453623,18.980611267015757,460014800,AAPL,stock,AAPL
2012-10-15,19.13738250732422,19.148537491979255,18.808456981883435,19.064723754792016,432502000,AAPL,stock,AAPL
2012-10-16,19.590526580810547,19.605903331788888,19.02402614306563,19.15577833178862,549771600,AAPL,stock,AAPL
2012-10-17,19.43435287475586,19.68097177966871,19.41596196070835,19.562788178627997,389037600,AAPL,stock,AAPL
2012-10-18,19.07347869873047,19.357481758712048,18.993885063987893,19.283014782942637,476624400,AAPL,stock,AAPL
2012-10-19,18.38607406616211,19.04724052871394,18.379440326641244,19.025534353354523,744086000,AAPL,stock,AAPL
2012-10-22,19.11537742614746,19.15607831501467,18.41380958066489,18.463857279401314,546730800,AAPL,stock,AAPL
2012-10-23,18.492197036743164,19.111458205681423,18.442150948561483,19.0240248783395,707145600,AAPL,stock,AAPL
2012-10-24,18.596813201904297,18.88986184590165,18.410190986432504,18.735801306487712,558527200,AAPL,stock,AAPL
2012-10-25,18.37702751159668,18.75268553665089,18.256733023557963,18.692386135263547,656325600,AAPL,stock,AAPL
2012-10-26,18.209999084472656,18.511489599385655,17.81806270319024,18.373707503414927,1018432800,AAPL,stock,AAPL
2012-10-31,17.94830894470215,18.14849812369342,17.71857386457206,17.935043076610448,510003200,AAPL,stock,AAPL
2012-11-01,17.985090255737305,18.179851678014526,17.91363748096551,18.035740140497346,361298000,AAPL,stock,AAPL
2012-11-02,17.38994789123535,17.997450209854886,17.32814302375533,17.965492335431456,599373600,AAPL,stock,AAPL
2012-11-05,17.625709533691406,17.720678245409292,17.414062721966115,17.592545677680192,529135600,AAPL,stock,AAPL
2012-11-06,17.57234764099121,17.810223513061214,17.489137699049074,17.794848375469435,374917200,AAPL,stock,AAPL
2012-11-07,16.89998435974121,17.4009258761403,16.831838107101884,17.379725502701653,793648800,AAPL,stock,AAPL
2012-11-08,16.286678314208984,17.028097791458226,16.212173726377426,16.979637944915883,1056146000,AAPL,stock,AAPL
2012-11-09,16.568649291992188,16.805491149515117,16.164624185636608,16.367545765380225,929913600,AAPL,stock,AAPL
2012-11-12,16.44053077697754,16.79397700687605,16.3139318873405,16.783376013856067,515802000,AAPL,stock,AAPL
2012-11-13,16.442659378051758,16.672232292393566,16.244583753686687,16.32181543867663,532949200,AAPL,stock,AAPL
2012-11-14,16.260330200195312,16.580461201170603,16.239129825143987,16.521401973715882,477170400,AAPL,stock,AAPL
2012-11-15,15.919300079345703,16.33967952959023,15.828441104988224,16.28001536732145,789910800,AAPL,stock,AAPL
2012-11-16,15.981698036193848,16.051963223446005,15.31750996866885,15.906586862408059,1266893600,AAPL,stock,AAPL
2012-11-19,17.13410186767578,17.187708552897238,16.35119064180706,16.3763279749501,823317600,AAPL,stock,AAPL
2012-11-20,16.988113403320312,17.322479775821048,16.796399448855226,17.321268280015115,642754000,AAPL,stock,AAPL
2012-11-21,17.01205062866211,17.183775809781874,16.85758725084381,17.08928231757126,373002000,AAPL,stock,AAPL
2012-11-23,17.3088436126709,17.323988114068086,17.039293162084697,17.17770287361506,272826400,AAPL,stock,AAPL
2012-11-26,17.854930877685547,17.86916474892267,17.375794509563416,17.44212273204305,630579600,AAPL,stock,AAPL
2012-11-27,17.7110652923584,17.881883038721682,17.569323457711445,17.855532589357487,533330000,AAPL,stock,AAPL
2012-11-28,17.655344009399414,17.74196359925514,17.331880852845828,17.483617178741508,520864400,AAPL,stock,AAPL
2012-11-29,17.84976577758789,17.99786746564655,17.725289060923625,17.875813740023556,514698800,AAPL,stock,AAPL
2012-11-30,17.726205825805664,17.820700908808192,17.64746019288437,17.771938592735594,391319600,AAPL,stock,AAPL
2012-12-03,17.753767013549805,18.008176367084886,17.732869108143298,17.979707014680866,364280000,AAPL,stock,AAPL
2012-12-04,17.440601348876953,17.6208069512728,17.327935443042854,17.6208069512728,557068400,AAPL,stock,AAPL
2012-12-05,16.318172454833984,17.24070467825724,16.31756589818669,17.230407772612793,1044638000,AAPL,stock,AAPL
2012-12-06,16.57410430908203,16.757942828337715,15.707599676820202,16.019856818754526,1177212400,AAPL,stock,AAPL
2012-12-07,16.150392532348633,16.815185425398045,16.05196046962778,16.760669703732713,787040800,AAPL,stock,AAPL
2012-12-10,16.046506881713867,16.30969756218268,15.796943511914872,15.90052401288504,630484400,AAPL,stock,AAPL
2012-12-11,16.396926879882812,16.644369775314146,16.275173911731404,16.347862081935276,592345600,AAPL,stock,AAPL
2012-12-12,16.32452964782715,16.597109689170686,16.241847094594025,16.590143185066946,487144000,AAPL,stock,AAPL
2012-12-13,16.04256820678711,16.283348631842347,15.924752221535105,16.08678700996699,625259600,AAPL,stock,AAPL
2012-12-14,15.439855575561523,15.6924467609074,15.312349295963825,15.590077803283922,1009579200,AAPL,stock,AAPL
2012-12-17,15.713655471801758,15.749091334506259,15.180610035157864,15.413817413689568,757607200,AAPL,stock,AAPL
2012-12-18,16.170076370239258,16.200362158571032,15.756661772636923,15.900524119667715,625685200,AAPL,stock,AAPL
2012-12-19,15.940197944641113,16.164017404993363,15.915665552553218,16.09647770933686,449369200,AAPL,stock,AAPL
2012-12-20,15.801486015319824,16.05801425887004,15.715168936705115,16.051956778135246,481689600,AAPL,stock,AAPL
2012-12-21,15.72879409790039,15.739091003941631,15.453486921249182,15.521026602156828,596268400,AAPL,stock,AAPL
2012-12-24,15.75423812866211,15.877807504314296,15.710019326740811,15.75969067022611,175753200,AAPL,stock,AAPL
2012-12-26,15.537089347839355,15.732742021391582,15.480150620362023,15.718809000583397,302436400,AAPL,stock,AAPL
2012-12-27,15.599469184875488,15.635509972208391,15.284486743350481,15.553432343969417,455120400,AAPL,stock,AAPL
