date,close,high,low,open,volume,asset_name,asset_class,symbol
2012-01-03,12.345172882080078,12.383298903044636,12.278228491996373,12.290236813815701,302220800,AAPL,stock,AAPL
2012-01-04,12.411517143249512,12.448742941750757,12.286633799933435,12.308247978084713,260022000,AAPL,stock,AAPL
2012-01-05,12.549309730529785,12.564919747504229,12.388401422244165,12.456848056012088,271269600,AAPL,stock,AAPL
2012-01-06,12.680499076843262,12.691005958802759,12.585035312534677,12.601546356077804,318292800,AAPL,stock,AAPL
2012-01-09,12.660384178161621,12.841105414322808,12.648976272376549,12.77356060781236,394024400,AAPL,stock,AAPL
2012-01-10,12.70571231842041,12.78856812262401,12.653476928390274,12.785865849830179,258196400,AAPL,stock,AAPL
2012-01-11,12.685003280639648,12.694009524068308,12.587738256481524,12.688905585313499,215084800,AAPL,stock,AAPL
2012-01-12,12.650174140930176,12.695504342968269,12.570920838343028,12.676892250039776,212587200,AAPL,stock,AAPL
2012-01-13,12.602746963500977,12.621960281447835,12.568224235250831,12.599445876914478,226021600,AAPL,stock,AAPL
2012-01-17,12.74954605102539,12.788272494612556,12.697310643924856,12.73453564621956,242897200,AAPL,stock,AAPL
2012-01-18,12.881930351257324,12.892737037180728,12.797573910852924,12.817386836398718,276791200,AAPL,stock,AAPL
2012-01-19,12.841103553771973,12.949775644537114,12.803878562964162,12.913151871359767,261738400,AAPL,stock,AAPL
2012-01-20,12.61745548248291,12.833600477770917,12.600944439854953,12.833300670520206,413974400,AAPL,stock,AAPL
2012-01-23,12.830900192260742,12.862121833651575,12.677497465426075,12.688604763955174,306062400,AAPL,stock,AAPL
2012-01-24,12.620759010314941,12.761553795316427,12.594941916845126,12.761553795316427,547638000,AAPL,stock,AAPL
2012-01-25,13.408785820007324,13.642641880185064,13.320826864887957,13.642342072945079,958314000,AAPL,stock,AAPL
2012-01-26,13.347845077514648,13.47272761415616,13.30311528194724,13.459819870859212,323985200,AAPL,stock,AAPL
2012-01-27,13.427400588989258,13.463424758598432,13.322030353816077,13.339141012716093,299709200,AAPL,stock,AAPL
2012-01-30,13.599410057067871,13.626128166055313,13.370657191275063,13.380263044860317,379341200,AAPL,stock,AAPL
2012-01-31,13.703580856323242,13.756415862266591,13.60121193007567,13.676862744533047,391683600,AAPL,stock,AAPL
2012-02-01,13.69487190246582,13.778928520719845,13.675660197940884,13.761517262175172,270046000,AAPL,stock,AAPL
2012-02-02,13.662758827209473,13.724299485511573,13.628535904398046,13.68617425809399,186796400,AAPL,stock,AAPL
2012-02-03,13.799647331237793,13.809253988509592,13.675964825357811,13.728200222649608,286599600,AAPL,stock,AAPL
2012-02-06,13.928433418273926,13.958754030445586,13.755218584357563,13.760621527622076,249412800,AAPL,stock,AAPL
2012-02-07,14.07433032989502,14.101949466911,13.946743929260451,13.966858266812114,316223600,AAPL,stock,AAPL
2012-02-08,14.309988975524902,14.313290061342004,14.100447783624237,14.124464425460163,407890000,AAPL,stock,AAPL
2012-02-09,14.805022239685059,14.912494320516656,14.4264682922895,14.432472453501934,884214800,AAPL,stock,AAPL
2012-02-10,14.812517166137695,14.938601261054588,14.666318743755838,14.738668437324428,631302000,AAPL,stock,AAPL
2012-02-13,15.08810806274414,15.125032441080599,14.922696274888319,14.995945417237158,517216000,AAPL,stock,AAPL
2012-02-14,15.294048309326172,15.29704958806587,15.07009872558961,15.149951658382443,460398400,AAPL,stock,AAPL
2012-02-15,14.940120697021484,15.799294938747172,14.916703655329353,15.438153685604469,1506120000,AAPL,stock,AAPL
2012-02-16,15.076400756835938,15.156854896989936,14.608687117423674,14.754885606652941,944552000,AAPL,stock,AAPL
2012-02-17,15.073701858520508,15.243315798902474,15.019064795225075,15.103421252936641,535805200,AAPL,stock,AAPL
2012-02-21,15.455848693847656,15.455848693847656,15.133732471014534,15.21658823786129,605595200,AAPL,stock,AAPL
2012-02-22,15.401525497436523,15.475074486709246,15.282344871484124,15.402726329980725,483302400,AAPL,stock,AAPL
2012-02-23,15.50208568572998,15.54531563854915,15.295247580363311,15.462759639420032,568027600,AAPL,stock,AAPL
2012-02-24,15.682811737060547,15.697521533067269,15.569636891293742,15.600557122986999,415072000,AAPL,stock,AAPL
2012-02-27,15.783382415771484,15.86563704114456,15.498791512441418,15.64979179771844,547582000,AAPL,stock,AAPL
2012-02-28,16.073068618774414,16.073068618774414,15.786076190277003,15.849418874403904,600387200,AAPL,stock,AAPL
2012-02-29,16.28411293029785,16.43931849783633,16.081778303255817,16.257696223486036,952011200,AAPL,stock,AAPL
2012-03-01,16.34505844116211,16.45733548803171,16.173943803181896,16.4561330521797,683270000,AAPL,stock,AAPL
2012-03-02,16.36635971069336,16.41499098495968,16.28650521200688,16.338140970101872,431712400,AAPL,stock,AAPL
2012-03-05,16.005523681640625,16.43541030131999,15.790577966930522,16.373569860145682,809124400,AAPL,stock,AAPL
2012-03-06,15.91846752166748,16.021436078435713,15.496985033625894,15.72033501590599,810238800,AAPL,stock,AAPL
2012-03-07,15.931375503540039,16.144217784885868,15.709526179728647,16.114798199758937,798520800,AAPL,stock,AAPL
2012-03-08,16.270605087280273,16.300624290025404,15.974305744312268,16.05145721165371,516457200,AAPL,stock,AAPL
2012-03-09,16.36606788635254,16.443219349172615,16.304225831255934,16.33724791428875,418919200,AAPL,stock,AAPL
2012-03-12,16.571107864379883,16.571107864379883,16.421005425681887,16.48044582466856,407282400,AAPL,stock,AAPL
2012-03-13,17.054424285888672,17.056825949634703,16.683675060517817,16.73741268764693,690855200,AAPL,stock,AAPL
2012-03-14,17.699264526367188,17.853567483274876,17.27357825394143,17.353133000468137,1418844000,AAPL,stock,AAPL
2012-03-15,17.578575134277344,18.012365622192863,17.368134561954825,18.00035730362655,1159718000,AAPL,stock,AAPL
2012-03-16,17.578874588012695,17.68784727112922,17.351622374266167,17.553357312383998,825487600,AAPL,stock,AAPL
2012-03-19,18.045093536376953,18.06520627383436,17.683351243411458,17.963138740574028,901236000,AAPL,stock,AAPL
2012-03-20,18.19099235534668,18.219209508104292,17.756300704126414,17.997361764031467,816662000,AAPL,stock,AAPL
2012-03-21,18.08712387084961,18.301768256805055,18.05440319149283,18.094328865363273,644042000,AAPL,stock,AAPL
2012-03-22,17.992258071899414,18.147162219515884,17.87788080867886,17.94542561600539,623870800,AAPL,stock,AAPL
2012-03-23,17.89348793029785,18.066103114800033,17.84395401299453,18.026777070731764,430488800,AAPL,stock,AAPL
2012-03-26,18.22161865234375,18.22672339389261,17.869784281226092,18.00577337761923,595742000,AAPL,stock,AAPL
2012-03-27,18.446762084960938,18.500797929198036,18.19399252531623,18.197595021815186,607129600,AAPL,stock,AAPL
2012-03-28,18.541025161743164,18.656002036956586,18.32157749042492,18.56383936984868,655460400,AAPL,stock,AAPL
2012-03-29,18.30806541442871,18.509200761647797,18.229113517941496,18.395724545149292,608238400,AAPL,stock,AAPL
2012-03-30,17.998563766479492,18.32908444484677,17.95023066650841,18.27534840107025,731038000,AAPL,stock,AAPL
2012-04-02,18.571340560913086,18.575542670727664,18.023472657717214,18.067002411084466,598351600,AAPL,stock,AAPL
2012-04-03,18.892257690429688,18.97901740488364,18.687821245287285,18.831616473770605,834559600,AAPL,stock,AAPL
2012-04-04,18.74186134338379,18.788392393274737,18.522413646180773,18.74306217570189,572980800,AAPL,stock,AAPL
2012-04-05,19.023149490356445,19.05256907803176,18.714542023760604,18.822014102247092,641298000,AAPL,stock,AAPL
2012-04-09,19.09970474243164,19.208077874285056,18.77158567041572,18.79650174299596,597536800,AAPL,stock,AAPL
2012-04-10,18.865846633911133,19.332959216538754,18.79259746048262,19.210777325061485,889725200,AAPL,stock,AAPL
2012-04-11,18.79859733581543,19.11891169125472,18.712738640094198,19.09879895550093,696614800,AAPL,stock,AAPL
2012-04-12,18.69562339782715,18.952596612026557,18.627477390642696,18.76256857312403,614336800,AAPL,stock,AAPL
2012-04-13,18.169076919555664,18.753569617695042,18.117442733789836,18.735856940419353,859644800,AAPL,stock,AAPL
2012-04-16,17.415573120117188,18.320678425296453,17.359135605033497,18.314074649243114,1050786800,AAPL,stock,AAPL
2012-04-17,18.30326271057129,18.312268149046027,17.168803520583246,17.379845337956155,1025528000,AAPL,stock,AAPL
2012-04-18,18.26243782043457,18.619977972055093,18.093423503660276,18.42394573395391,954531200,AAPL,stock,AAPL
2012-04-19,17.63501739501953,18.15406548180724,17.547358249038076,18.018674459057916,834719200,AAPL,stock,AAPL
2012-04-20,17.2009220123291,17.85055760542598,17.124070378185223,17.75329183010021,1030985200,AAPL,stock,AAPL
2012-04-23,17.16249656677246,17.311697928315564,16.709794157051203,17.129775901111575,966529200,AAPL,stock,AAPL
2012-04-24,16.819669723510742,17.042118649935354,16.661163099607897,16.88961618627482,1076149200,AAPL,stock,AAPL
2012-04-25,18.312267303466797,18.55242888525601,18.19218731419566,18.48158140300159,905777600,AAPL,stock,AAPL
2012-04-26,18.243223190307617,18.45306418115573,18.076010935415955,18.440454643064886,536068400,AAPL,stock,AAPL
2012-04-27,18.10212516784668,18.19759049972227,18.02707558097241,18.164268617822827,406722400,AAPL,stock,AAPL
2012-04-30,17.531150817871094,17.964042075458245,17.501731226017768,17.94602958965595,506144800,AAPL,stock,AAPL
2012-05-01,17.475610733032227,17.914804266342305,17.44859281150437,17.55876635467271,610999200,AAPL,stock,AAPL
2012-05-02,17.591190338134766,17.633819085041562,17.377446989048035,17.41887490360186,427389200,AAPL,stock,AAPL
2012-05-03,17.466306686401367,17.753900418739203,17.42067666100268,17.726882492875085,390549600,AAPL,stock,AAPL
2012-05-04,16.968868255615234,17.362431712007805,16.966466591694182,17.32400669251791,529992400,AAPL,stock,AAPL
2012-05-07,17.095853805541992,17.194620232407583,16.848187418792065,16.856293435515532,460118400,AAPL,stock,AAPL
2012-05-08,17.05682945251465,17.15649531194912,16.773139678053926,17.09885697345433,497252000,AAPL,stock,AAPL
2012-05-09,17.08684730529785,17.23094554504626,16.83678084989939,16.92233812761915,480704000,AAPL,stock,AAPL
2012-05-10,17.127077102661133,17.287985413124073,17.064637033918462,17.24895916772444,333200000,AAPL,stock,AAPL
2012-05-11,17.012693405151367,17.24564993529213,16.9418459411147,16.961359054597168,399546000,AAPL,stock,AAPL
2012-05-14,16.757831573486328,17.036718067826833,16.73921947402844,16.88841928345651,352626400,AAPL,stock,AAPL
2012-05-15,16.60622787475586,16.907930142908004,16.563599134451806,16.85479532357832,476336000,AAPL,stock,AAPL
2012-05-16,16.393390655517578,16.717908835242056,16.242088962163105,16.63265132825689,560896000,AAPL,stock,AAPL
2012-05-17,15.914260864257812,16.43601028834541,15.914260864257812,16.370265945781625,717220000,AAPL,stock,AAPL
2012-05-18,15.922066688537598,16.31322848215441,15.675902548896726,16.029538744448956,732292400,AAPL,stock,AAPL
2012-05-21,16.84969139099121,16.857497602073835,16.032243692347404,16.045754257308026,631106000,AAPL,stock,AAPL
2012-05-22,16.72030258178711,17.22794187185271,16.588514078784627,17.097953815181437,694870400,AAPL,stock,AAPL
2012-05-23,17.128278732299805,17.195523729990526,16.608029822692806,16.736214246800913,584897600,AAPL,stock,AAPL
2012-05-24,16.970977783203125,17.306603253260967,16.848194663800285,17.287689740522072,496230000,AAPL,stock,AAPL
2012-05-25,16.8800106048584,16.98688306073041,16.76533354179789,16.949057650418553,328507200,AAPL,stock,AAPL
2012-05-29,17.179607391357422,17.231542969023405,16.970669058561644,17.138480903789112,380508800,AAPL,stock,AAPL
2012-05-30,17.386749267578125,17.41136552271583,17.008195384918956,17.08744869612268,529429600,AAPL,stock,AAPL
2012-05-31,17.343517303466797,17.456692092077496,17.15529132979789,17.433876288126303,491674400,AAPL,stock,AAPL
2012-06-01,16.840978622436523,17.191013852938664,16.826870052212602,17.08624328980649,520987600,AAPL,stock,AAPL
2012-06-04,16.94005012512207,17.036414896343036,16.466034082477567,16.85629489247717,556995600,AAPL,stock,AAPL
2012-06-05,16.896223068237305,17.00549720149646,16.761133446059183,16.84939221298187,388214400,AAPL,stock,AAPL
2012-06-06,17.155292510986328,17.227039409512127,16.976371768911722,17.044517775075587,401455600,AAPL,stock,AAPL
2012-06-07,17.163105010986328,17.33121674031378,17.126480423741256,17.330317318433003,379766800,AAPL,stock,AAPL
2012-06-08,17.421274185180664,17.429080396030876,17.08144669201313,17.159499181031766,347516400,AAPL,stock,AAPL
2012-06-11,17.146591186523438,17.666838497877425,17.130379150589523,17.643423072163934,591264800,AAPL,stock,AAPL
2012-06-12,17.29638671875,17.310195484003014,17.012397188467002,17.24535376777256,435380400,AAPL,stock,AAPL
2012-06-13,17.176311492919922,17.366038176297728,17.122875260088968,17.24715899153378,293580000,AAPL,stock,AAPL
2012-06-14,17.15738868713379,17.216529241845333,17.02920432444533,17.148683058959758,345573200,AAPL,stock,AAPL
2012-06-15,17.235443115234375,17.250152903018,17.09795028792798,17.141480037041145,335255200,AAPL,stock,AAPL
2012-06-18,17.585186004638672,17.648528708203795,17.122576968717787,17.140289646563023,440412000,AAPL,stock,AAPL
2012-06-19,17.634117126464844,17.71186820078196,17.504730270835218,17.51373571013824,361404400,AAPL,stock,AAPL
2012-06-20,17.583982467651367,17.68935267409803,17.43568211471075,17.65813104087462,358943200,AAPL,stock,AAPL
2012-06-21,17.34172821044922,17.658440215444216,17.33482302170386,17.57498474877345,326351200,AAPL,stock,AAPL
2012-06-22,17.474708557128906,17.47741002845432,17.274174412688048,17.382847309335272,284471600,AAPL,stock,AAPL
2012-06-25,17.134578704833984,17.405660489476332,17.122570386038063,17.330609298625227,304382400,AAPL,stock,AAPL
2012-06-26,17.17241096496582,17.24625975018092,17.031315567639613,17.15139559705736,276536400,AAPL,stock,AAPL
2012-06-27,17.24655532836914,17.313800320743393,17.169104065068765,17.261564927553934,202997200,AAPL,stock,AAPL
2012-06-28,17.082950592041016,17.231550798073847,16.97968221059608,17.16160431379018,282836400,AAPL,stock,AAPL
2012-06-29,17.531742095947266,17.531742095947266,17.23904537978456,17.35162054654049,421500800,AAPL,stock,AAPL
2012-07-02,17.787519454956055,17.816038016150163,17.51974029786566,17.55366340537107,400092000,AAPL,stock,AAPL
2012-07-03,17.99435043334961,18.012063101378068,17.831943159760307,17.858359853379504,241712800,AAPL,stock,AAPL
2012-07-05,18.310470581054688,18.442558916765854,18.00156331092451,18.0288810410816,484383200,AAPL,stock,AAPL
2012-07-06,18.188589096069336,18.26544075618663,18.05950363837988,18.22491387051969,418930400,AAPL,stock,AAPL
2012-07-09,18.42905044555664,18.429350252803268,18.135454179001865,18.17117773552237,379405600,AAPL,stock,AAPL
2012-07-10,18.258541107177734,18.608574962715853,18.17148155263855,18.551536220646675,511957600,AAPL,stock,AAPL
2012-07-11,18.145063400268555,18.242027811164686,17.92861857009956,18.19579656525528,469322000,AAPL,stock,AAPL
2012-07-12,17.979047775268555,18.116239238370383,17.792322387776526,18.019274849869625,428041600,AAPL,stock,AAPL
2012-07-13,18.161273956298828,18.22791775026061,18.012074136488465,18.100634324394083,311427200,AAPL,stock,AAPL
2012-07-16,18.219507217407227,18.36090077595659,18.1627683064282,18.16577118804063,301260400,AAPL,stock,AAPL
2012-07-17,18.22040557861328,18.3572971996026,18.106627966100998,18.335982033985466,293624800,AAPL,stock,AAPL
2012-07-18,18.199996948242188,18.26243861854272,18.11894157747206,18.209903412945167,252700000,AAPL,stock,AAPL
2012-07-19,18.44196128845215,18.4728815185449,18.19219297330542,18.35069963452859,436861600,AAPL,stock,AAPL
2012-07-20,18.141149520874023,18.44555312631335,18.123137046314934,18.403224211911116,397471200,AAPL,stock,AAPL
2012-07-23,18.12704849243164,18.1891903585728,17.643124321222977,17.843958303315464,487975600,AAPL,stock,AAPL
2012-07-24,18.039690017700195,18.302665855223164,17.96734027881636,18.23361880568497,565132400,AAPL,stock,AAPL
2012-07-25,17.260669708251953,17.435686615357547,17.11146989519862,17.24536029813551,877312800,AAPL,stock,AAPL
2012-07-26,17.257963180541992,17.42367318752406,17.122272370443913,17.404459875440224,406632800,AAPL,stock,AAPL
2012-07-27,17.566574096679688,17.586688439426926,17.159201740762942,17.26187050218871,403936400,AAPL,stock,AAPL
2012-07-30,17.862871170043945,17.995259312773776,17.646424773322895,17.739488467189542,379142400,AAPL,stock,AAPL
2012-07-31,18.335084915161133,18.36330527056677,18.093724080907002,18.109033487438555,462327600,AAPL,stock,AAPL
2012-08-01,18.216506958007812,18.504400458211382,18.102129698024058,18.489690664959944,384501600,AAPL,stock,AAPL
2012-08-02,18.245920181274414,18.332978078253316,18.0195690078306,18.09732166118479,332158400,AAPL,stock,AAPL
2012-08-03,18.483386993408203,18.55183282485943,18.359103266852895,18.42124513013055,344920800,AAPL,stock,AAPL
2012-08-06,18.689023971557617,18.75867063399121,18.470177519691642,18.531116946479717,302103200,AAPL,stock,AAPL
2012-08-07,18.639789581298828,18.762571050710662,18.553631084423646,18.695625866573707,290446800,AAPL,stock,AAPL
2012-08-08,18.6082706451416,18.728951877148884,18.525414826054593,18.594160465888802,244706000,AAPL,stock,AAPL
2012-08-09,18.714399337768555,18.744549045427622,18.626062706991544,18.627569789841687,221642400,AAPL,stock,AAPL
2012-08-10,18.74363899230957,18.74544716920577,18.653193114490907,18.653494208951805,194938800,AAPL,stock,AAPL
2012-08-13,18.993865966796875,18.993865966796875,18.7903600299912,18.79458179076771,278832400,AAPL,stock,AAPL
2012-08-14,19.044822692871094,19.253455346741546,19.000202757667097,19.05025044263916,340169200,AAPL,stock,AAPL
2012-08-15,19.01889419555664,19.114466706201995,18.926036364779677,19.033064953280075,257342400,AAPL,stock,AAPL
2012-08-16,19.185028076171875,19.197690149554063,19.00895698658781,19.030363683639713,254534000,AAPL,stock,AAPL
